meso_num	plant_id	plant_sp	height_i_cm	height_f_cm	dead_all	above_biomass_g	belowBEF_biomass_g
122	sp8	GSH	2.5	3.2	NA	0.0099	NA
123	sp1	VAN	2	2.2	NA	0.002	NA
123	sp2	VMY	1	1.1	NA	0.0012	NA
123	sp3	VCO	3.1	3.1	NA	0.0052	NA
123	sp4	VVI	0.7	1	NA	0.0009	NA
123	sp5	VMA	3	3.1	NA	0.0032	NA
123	sp6	PJA	5.1	5.4	NA	0.0433	NA
123	sp7	GMI	0.4	0.9	NA	0.0007	NA
123	sp8	GSH	2.7	3.2	NA	0.0096	NA
124	sp1	VAN	1.5	1.6	NA	0.0013	NA
124	sp2	VAN	1.1	1.7	NA	0.0008	NA
124	sp3	VAN	1	1.2	NA	0.0005	NA
124	sp4	VAN	0.8	1	NA	0.0014	NA
124	sp5	VAN	1.6	1.6	NA	0.0027	NA
124	sp6	VAN	1.8	1.5	no_leaves	0.0036	NA
124	sp7	VAN	2	2	NA	0.0031	NA
124	sp8	VAN	0.8	1	NA	0.0011	NA
125	sp1	GPR	1.1	1.6	NA	0.0024	0.0089
125	sp2	GPR	1.3	1.9	NA	0.0007	NA
125	sp3	GPR	1.6	1.9	NA	0.0017	NA
125	sp4	GPR	1.1	1.7	NA	0.0018	NA
125	sp5	GPR	0.9	1.5	NA	0.001	NA
125	sp6	GPR	1	1.3	NA	0.002	NA
125	sp7	GPR	1.5	2	NA	0.0057	NA
125	sp8	GPR	0.9	1.5	NA	0.0016	NA
126	sp1	CVU	2.1	2	NA	0.0009	NA
126	sp2	CVU	2.8	3.2	NA	0.0184	NA
126	sp3	CVU	1.1	1	NA	0.0012	NA
126	sp4	CVU	1	1.1	NA	0.0018	NA
126	sp5	CVU	0.7	1.9	NA	0.0015	NA
126	sp6	CVU	2.4	2.7	NA	0.0068	NA
126	sp7	CVU	1.3	1.5	NA	0.0044	NA
126	sp8	CVU	0.8	2	NA	0.0045	NA
127	sp1	VMY	1.2	1.2	NA	0.0008	NA
127	sp2	VMY	1.4	1.9	NA	0.0012	NA
127	sp3	VMY	1.3	1.7	NA	0.0016	NA
127	sp4	VMY	0.7	0.8	NA	0.0013	NA
127	sp5	VMY	1.4	1.5	NA	0.0006	NA
127	sp6	VMY	4.1	4.4	NA	0.0374	NA
127	sp7	VMY	2.3	2.3	NA	0.0023	NA
127	sp8	VMY	1.3	1.7	NA	0.0017	NA
128	sp1	VCO	4.5	4.6	NA	0.0077	NA
128	sp2	VCO	3.5	4.2	NA	0.0086	NA
128	sp3	VCO	3.5	4.2	NA	0.0091	NA
128	sp4	VCO	2.5	2.8	NA	0.0083	NA
128	sp5	VCO	1.4	1.5	NA	0.0011	NA
128	sp6	VCO	2.9	2.6	dead	0.0029	NA
128	sp7	VCO	3.4	3.5	NA	0.0119	NA
128	sp8	VCO	2.9	3.8	NA	0.0069	NA
129	sp1	VVI	1.5	1.9	NA	0.0019	NA
129	sp2	VVI	1.1	1.6	NA	0.0013	NA
129	sp3	VVI	1	1.1	NA	0.0015	NA
129	sp4	VVI	1.8	2	NA	0.0022	NA
129	sp5	VVI	2	2.2	NA	0.0014	NA
129	sp6	VVI	2.3	3	sick	0.0019	NA
129	sp7	VVI	1.8	1.3	NA	0.0017	NA
129	sp8	VVI	1.3	1.5	NA	0.0012	NA
130	sp1	VMA	2.2	2.8	NA	0.004	NA
130	sp2	VMA	2.3	2.6	NA	0.0044	NA
130	sp3	VMA	2	2.3	NA	0.0026	NA
130	sp4	VMA	1.5	1.9	NA	0.0038	NA
130	sp5	VMA	3.5	4	NA	0.0031	NA
130	sp6	VMA	2.4	2.5	NA	0.0041	NA
130	sp7	VMA	2.5	3	NA	0.0061	NA
130	sp8	VMA	1.4	1.5	NA	0.0024	NA
131	sp1	PJA	3.8	4.7	NA	0.1021	0.4322
131	sp2	PJA	2.4	3.5	NA	0.0125	NA
131	sp3	PJA	4	1.2	NA	0.0008	NA
131	sp4	PJA	3.9	5	NA	0.0986	NA
131	sp5	PJA	4.1	4.5	NA	0.0935	NA
131	sp6	PJA	1.1	1.7	NA	0.0027	NA
131	sp7	PJA	3.3	3.5	NA	0.0417	NA
131	sp8	PJA	4.5	5	NA	0.1132	NA
132	sp1	KLA	1.5	1.6	NA	NA	NA
132	sp2	KLA	0.7	0.9	NA	NA	NA
132	sp3	KLA	0.8	0.8	NA	NA	NA
132	sp4	KLA	0.7	0.8	NA	NA	NA
132	sp5	KLA	1	1	NA	NA	NA
132	sp6	KLA	1.2	1.5	NA	NA	NA
132	sp7	KLA	1	1.2	NA	NA	NA
132	sp8	KLA	0.3	0.4	NA	NA	NA
133	sp1	GMI	0.3	0.4	NA	not_detected	NA
133	sp2	GMI	0.3	0.4	NA	not_detected	NA
133	sp3	GMI	0.1	0.3	NA	not_detected	NA
133	sp4	GMI	0.6	0.6	NA	0.0004	NA
133	sp5	GMI	0.6	0.6	NA	not_detected	NA
133	sp6	GMI	0.7	0.7	NA	not_detected	NA
133	sp7	GMI	0.3	0.5	NA	not_detected	NA
133	sp8	GMI	0.6	0.6	NA	0.0004	NA
134	sp1	GSH	6.5	6.8	NA	0.032	NA
134	sp2	GSH	0.9	1	NA	0.0009	NA
134	sp3	GSH	2.4	2.6	NA	0.0114	NA
134	sp4	GSH	5.5	5.8	NA	0.0479	NA
134	sp5	GSH	0.7	0.7	NA	0.0007	NA
134	sp6	GSH	5	5.2	NA	0.0701	NA
134	sp7	GSH	7.3	8	NA	0.0948	NA
134	sp8	GSH	0.9	1.3	NA	0.0011	NA
135	sp1	VAN	6	6	no_leaves	0.0335	NA
135	sp2	VAN	1.7	2.2	NA	0.0034	NA
135	sp3	VAN	2.1	2.5	NA	0.006	NA
135	sp4	VAN	3.3	3.9	NA	0.0101	NA
135	sp5	VAN	2.8	2.9	no_leaves	0.0068	NA
135	sp6	VAN	4.6	5	NA	0.0172	NA
135	sp7	VAN	1.7	2.2	NA	0.0015	NA
135	sp8	VAN	0.7	1	NA	0.0011	NA
136	sp1	GPR	0.5	0.8	NA	0.0029	0.0109
136	sp2	GPR	0.5	0.5	NA	0.0008	NA
136	sp3	GPR	0.6	0.6	NA	0.0017	NA
136	sp4	GPR	0.7	0.9	NA	0.0008	NA
136	sp5	GPR	0.8	1.3	NA	0.0012	NA
136	sp6	GPR	0.7	1.2	NA	0.0023	NA
136	sp7	GPR	0.5	0.9	NA	0.0019	NA
136	sp8	GPR	0.4	0.9	NA	0.0019	NA
137	sp1	CVU	0.8	1	NA	not_detected	NA
137	sp2	CVU	0.5	0.9	NA	0.0011	NA
137	sp3	CVU	0.9	0.5	NA	0.0024	NA
137	sp4	CVU	0.3	0.9	NA	not_detected	NA
137	sp5	CVU	0.9	0.5	NA	0.0005	NA
137	sp6	CVU	0.8	1.2	NA	0.0006	NA
137	sp7	CVU	0.9	1.1	NA	not_detected	NA
137	sp8	CVU	2.8	3.5	NA	0.0063	NA
138	sp1	VMY	1.5	1.9	NA	0.0014	0.0609
138	sp2	VMY	3.3	3.7	NA	0.0161	NA
138	sp3	VMY	1.7	2.7	NA	0.0027	NA
138	sp4	VMY	5	5.7	NA	0.0315	NA
138	sp5	VMY	3.7	3.5	NA	0.0119	NA
138	sp6	VMY	1.3	1.5	NA	0.0008	NA
138	sp7	VMY	1.2	1.4	NA	0.0008	NA
138	sp8	VMY	1.5	1.9	NA	0.003	NA
139	sp1	VCO	2.6	2.2	dead	0.0032	NA
139	sp2	VCO	2.8	2.9	NA	0.0062	NA
139	sp3	VCO	2.1	2.5	NA	0.0024	NA
139	sp4	VCO	1.8	1.9	dead	0.0024	NA
139	sp5	VCO	1.6	1.1	no_leaves	0.0098	NA
139	sp6	VCO	3	3.2	NA	0.0111	NA
139	sp7	VCO	1.9	1.7	sick	0.0038	NA
139	sp8	VCO	2.6	2.8	NA	0.0023	NA
140	sp1	VVI	2	4.4	NA	0.007	NA
140	sp2	VVI	1.7	3.5	NA	0.0083	NA
140	sp3	VVI	1.8	3.6	NA	0.0088	NA
140	sp4	VVI	0.8	2.6	NA	0.0036	NA
140	sp5	VVI	0.9	2.1	NA	0.003	NA
140	sp6	VVI	1.9	4.8	NA	0.0094	NA
140	sp7	VVI	1.4	3	NA	0.0062	NA
140	sp8	VVI	1.3	1.8	NA	0.0021	NA
141	sp1	VMA	3.3	3.4	NA	0.0065	NA
141	sp2	VMA	3.9	4.7	NA	0.0082	NA
141	sp3	VMA	3.2	3.4	NA	0.0088	NA
141	sp4	VMA	2.5	2.6	NA	0.0054	NA
141	sp5	VMA	2.9	3.5	NA	0.0076	NA
141	sp6	VMA	3.7	4.4	NA	0.0061	NA
141	sp7	VMA	4.5	4.8	NA	0.0055	NA
141	sp8	VMA	4.8	5	NA	0.0069	NA
142	sp1	PJA	0.8	2	NA	0.005	0.6045
142	sp2	PJA	1.1	1.9	NA	0.0142	NA
142	sp3	PJA	4.5	4.5	NA	0.145	NA
142	sp4	PJA	4.7	5.1	NA	0.1045	NA
142	sp5	PJA	4.6	4	NA	0.0331	NA
142	sp6	PJA	3.5	4	NA	0.0281	NA
142	sp7	PJA	6	5.2	NA	0.1147	NA
142	sp8	PJA	4.5	5.3	NA	0.0766	NA
143	sp1	KLA	1.5	1.5	NA	0.0038	NA
143	sp2	KLA	1.1	1.4	NA	0.0012	NA
143	sp3	KLA	1.3	1.3	NA	0.002	NA
143	sp4	KLA	1.6	1.8	NA	0.0149	NA
143	sp5	KLA	1	1.1	NA	0.001	NA
143	sp6	KLA	1.2	1.2	NA	0.0032	NA
143	sp7	KLA	1.1	1.6	sick	0.0102	NA
143	sp8	KLA	1.6	1.6	NA	0.0083	NA
144	sp1	GMI	0.5	0.8	NA	not_detected	NA
144	sp2	GMI	0.7	0.6	NA	0.0003	NA
144	sp3	GMI	0.4	0.5	NA	not_detected	NA
144	sp4	GMI	0.5	0.9	NA	not_detected	NA
144	sp5	GMI	0.6	1	NA	not_detected	NA
144	sp6	GMI	0.7	NA	no_plant	NA	NA
144	sp7	GMI	0.5	0.9	NA	0.0007	NA
144	sp8	GMI	0.6	1	NA	0.0005	NA
145	sp1	GSH	4.4	6	NA	0.0384	NA
145	sp2	GSH	3.7	4.2	NA	0.018	NA
145	sp3	GSH	8.5	9.9	NA	0.1741	NA
145	sp4	GSH	1	2.5	NA	0.0082	NA
145	sp5	GSH	1.1	1.7	NA	0.001	NA
145	sp6	GSH	5.2	6.7	NA	0.0371	NA
145	sp7	GSH	4.5	6.2	NA	0.0086	NA
145	sp8	GSH	1.9	3.2	NA	0.02	NA
146	sp1	VAN	1.1	1.1	NA	0.0016	0.0185
146	sp2	VAN	1.5	2	NA	0.0018	NA
146	sp3	VAN	1.4	1.3	NA	0.0018	NA
146	sp4	VAN	0.5	1.2	NA	0.0006	NA
146	sp5	VAN	0.7	0.6	NA	0.0008	NA
146	sp6	VAN	1.9	2.4	no_leaves	0.0051	NA
146	sp7	VAN	1.5	1.6	NA	0.0014	NA
146	sp8	VAN	0.6	0.7	NA	0.0008	NA
147	sp1	GPR	1.5	1.9	NA	0.001	NA
147	sp2	GPR	1.2	1.9	NA	0.0019	NA
147	sp3	GPR	0.8	1.4	NA	0.0008	NA
147	sp4	GPR	1.1	1.6	NA	0.0028	NA
147	sp5	GPR	0.5	1.3	NA	0.0013	NA
147	sp6	GPR	1.4	1.8	NA	0.0032	NA
147	sp7	GPR	1.8	2	NA	0.0035	NA
147	sp8	GPR	0.5	0.9	NA	0.0011	NA
148	sp1	CVU	0.5	0.8	NA	not_detected	0.002
148	sp2	CVU	0.3	0.8	NA	0.0009	NA
148	sp3	CVU	0.3	0.7	NA	0.0004	NA
148	sp4	CVU	0.9	1.1	NA	0.0004	NA
148	sp5	CVU	0.1	0.3	NA	not_detected	NA
148	sp6	CVU	0.6	0.6	NA	not_detected	NA
148	sp7	CVU	0.2	0.4	NA	not_detected	NA
148	sp8	CVU	0.4	0.8	NA	0.0007	NA
149	sp1	VMY	5	5	NA	0.0323	0.0906
149	sp2	VMY	1.3	1.5	NA	0.0037	NA
149	sp3	VMY	1.9	1.9	NA	0.0042	NA
149	sp4	VMY	1.4	1.6	NA	0.0036	NA
149	sp5	VMY	1.1	1.9	NA	0.0014	NA
149	sp6	VMY	5	5.1	NA	0.0284	NA
149	sp7	VMY	0.5	1	NA	0.0015	NA
149	sp8	VMY	1.2	2.1	NA	0.0016	NA
150	sp1	VCO	2.2	2.5	no_leaves	0.0024	NA
150	sp2	VCO	1.8	2.3	NA	0.0016	NA
150	sp3	VCO	0.7	1.4	NA	0.0026	NA
150	sp4	VCO	2.1	2.2	NA	0.0016	NA
150	sp5	VCO	2.5	2.5	NA	0.0031	NA
150	sp6	VCO	2.8	2.7	NA	0.0046	NA
150	sp7	VCO	1.8	2.5	NA	0.0043	NA
150	sp8	VCO	2.1	2.2	NA	0.0018	NA
151	sp1	VVI	2	2.4	NA	0.0029	NA
151	sp2	VVI	1.9	2.1	NA	0.002	NA
151	sp3	VVI	1.8	2.3	NA	0.0046	NA
151	sp4	VVI	1.6	1.9	NA	0.001	NA
151	sp5	VVI	1.7	1.8	NA	0.0061	NA
151	sp6	VVI	1.9	2	NA	0.0021	NA
151	sp7	VVI	1.9	2.9	NA	0.0031	NA
151	sp8	VVI	1.9	2.1	NA	0.0045	NA
152	sp1	VMA	2.3	2.5	NA	0.0024	NA
152	sp2	VMA	3.2	3.5	NA	0.0065	NA
152	sp3	VMA	3	3.1	NA	0.0031	NA
152	sp4	VMA	3.1	3.2	NA	0.0053	NA
152	sp5	VMA	3.9	4	NA	0.0037	NA
152	sp6	VMA	2	2.6	NA	0.0039	NA
152	sp7	VMA	3.2	3.2	NA	0.005	NA
152	sp8	VMA	3.5	3.8	NA	0.0057	NA
153	sp1	PJA	2	2.6	NA	0.0134	0.2343
153	sp2	PJA	1	1.3	NA	0.003	NA
153	sp3	PJA	1.2	1.5	NA	0.0062	NA
153	sp4	PJA	3.5	4.3	NA	0.0298	0.0848
153	sp5	PJA	1.5	1.8	NA	0.007	NA
153	sp6	PJA	4.7	5.5	NA	0.0818	NA
153	sp7	PJA	3.4	3.6	NA	0.0323	NA
153	sp8	PJA	6.6	7.1	NA	0.1213	NA
154	sp1	KLA	0.6	0.7	NA	0.0023	0.0138
154	sp2	KLA	1.8	1.9	NA	0.0055	NA
154	sp3	KLA	0.7	1.1	NA	0.0019	NA
154	sp4	KLA	0.5	1.1	NA	0.0006	NA
154	sp5	KLA	0.4	0.8	NA	0.0009	NA
154	sp6	KLA	0.4	0.6	NA	0.001	NA
154	sp7	KLA	0.7	0.8	NA	0.0004	NA
154	sp8	KLA	0.8	0.9	NA	0.0018	NA
155	sp1	GMI	0.7	2	NA	0.0023	NA
155	sp2	GMI	0.4	0.3	NA	not_detected	NA
155	sp3	GMI	0.8	1.7	NA	0.0015	NA
155	sp4	GMI	0.5	0.4	NA	not_detected	NA
155	sp5	GMI	0.4	0.3	NA	not_detected	NA
155	sp6	GMI	0.5	0.8	NA	0.0008	NA
155	sp7	GMI	0.4	1	NA	0.0008	NA
155	sp8	GMI	0.4	0.6	NA	not_detected	NA
156	sp1	GSH	7.6	8	NA	0.1043	NA
156	sp2	GSH	4	3.9	NA	0.023	NA
156	sp3	GSH	7.1	7.3	NA	0.0965	NA
156	sp4	GSH	5.3	5.9	NA	0.0523	NA
156	sp5	GSH	5.2	5.1	NA	0.0793	NA
156	sp6	GSH	8.2	9	NA	0.1162	NA
156	sp7	GSH	4.2	4.9	NA	0.0222	NA
156	sp8	GSH	3.3	4	NA	0.0165	NA
157	sp1	VAN	1.7	1.7	dead	0.0005	NA
157	sp2	VMY	2.5	2.7	NA	0.004	NA
157	sp3	VAN	2.1	2.2	NA	0.0036	NA
157	sp4	VMY	3.4	3.9	NA	0.0134	NA
157	sp5	VAN	1	1.1	NA	0.0009	NA
157	sp6	VMY	1.6	1.6	NA	0.0015	NA
157	sp7	VAN	1.3	2	NA	0.0011	NA
157	sp8	VMY	2.4	3.2	NA	0.0043	NA
158	sp1	GPR	1.1	1.3	NA	0.0015	NA
158	sp2	VCO	3.4	3.6	sick	0.0097	NA
158	sp3	GPR	0.8	1.2	NA	0.0017	NA
158	sp4	VCO	1.7	1.6	dead;no_leaves	0.001	NA
158	sp5	GPR	1.2	1.5	NA	0.0022	NA
158	sp6	VCO	2.4	2.7	NA	0.0046	NA
158	sp7	GPR	0.6	0.7	NA	0.0008	NA
158	sp8	VCO	2.1	2.5	NA	0.0061	NA
159	sp1	GPR	0.7	0.9	NA	0.0038	NA
159	sp2	VVI	2.1	2.1	NA	0.0036	NA
159	sp3	GPR	1	1.1	NA	0.0024	NA
159	sp4	VVI	1.2	1.2	NA	0.0016	NA
159	sp5	GPR	0.5	1.2	NA	0.0015	NA
159	sp6	VVI	1.1	1.7	NA	0.0017	NA
159	sp7	GPR	0.5	1.7	NA	0.0024	NA
159	sp8	VVI	1.6	1.7	NA	0.0017	NA
160	sp1	GPR	1.5	1.7	NA	0.0019	NA
160	sp2	VMA	3	4	NA	0.0052	NA
160	sp3	GPR	1.1	1.7	NA	0.002	NA
160	sp4	VMA	2	2.5	NA	0.0024	NA
160	sp5	GPR	0.5	0.7	NA	0.0009	NA
160	sp6	VMA	3.2	3.7	NA	0.0057	NA
160	sp7	GPR	1.4	1.7	NA	0.0019	NA
160	sp8	VMA	2.4	3.1	NA	0.003	NA
161	sp1	VAN	3.5	3.5	no_leaves	0.0079	NA
161	sp2	KLA	2.7	2.9	NA	0.0136	NA
161	sp3	VAN	1.9	2.3	NA	0.0023	NA
161	sp4	KLA	0.7	0.8	NA	0.0029	NA
161	sp5	VAN	2.9	4.1	no_leaves	0.0151	NA
161	sp6	KLA	1.1	1.4	NA	0.0114	NA
161	sp7	VAN	1.2	1.2	NA	0.0013	NA
161	sp8	KLA	3.4	3.8	NA	0.0527	NA
162	sp1	GPR	0.7	1	NA	0.0008	0.0059
162	sp2	GMI	0.2	0.4	NA	not_detected	NA
162	sp3	GPR	0.6	0.7	NA	0.0007	NA
162	sp4	GMI	0.4	0.4	NA	not_detected	NA
162	sp5	GPR	1	1.2	NA	0.0005	NA
162	sp6	GMI	0.3	NA	no_plant	NA	NA
162	sp7	GPR	0.8	1.2	NA	0.0012	NA
162	sp8	GMI	0.3	0.4	NA	NA	NA
163	sp1	VAN	0.6	0.9	NA	0.0008	0.0223
163	sp2	GSH	0.6	0.6	NA	0.0007	NA
163	sp3	VAN	0.4	0.5	NA	not_detected	NA
163	sp4	GSH	0.6	0.8	NA	0.001	NA
163	sp5	VAN	1.8	1.8	NA	0.0116	NA
163	sp6	GSH	0.9	0.9	NA	0.001	NA
163	sp7	VAN	0.7	0.7	NA	0.0005	NA
163	sp8	GSH	1.3	1.5	NA	0.0029	NA
164	sp1	VMY	1.1	1.6	NA	NA	0.0619
164	sp2	VCO	1.6	1.9	NA	0.0037	NA
164	sp3	VMY	1.7	2.2	NA	0.0054	NA
164	sp4	VCO	2.3	2.8	NA	0.0047	NA
164	sp5	VMY	1.4	1.9	NA	0.0013	NA
164	sp6	VCO	1.2	1.8	NA	0.0043	NA
164	sp7	VMY	3.3	3.4	NA	0.0231	NA
164	sp8	VCO	1.8	2	sick	0.0011	NA
165	sp1	CVU	1	1.1	NA	0.0017	0.0072
165	sp2	VVI	0.7	1.2	NA	0.0019	NA
165	sp3	CVU	0.6	0.8	NA	0.0011	NA
165	sp4	VVI	1.1	1.2	NA	0.0012	NA
165	sp5	CVU	0.4	0.5	NA	not_detected	NA
165	sp6	VVI	0.8	1	NA	0.0011	NA
165	sp7	CVU	0.7	0.8	NA	not_detected	NA
165	sp8	VVI	1.1	1.4	NA	0.0015	NA
166	sp1	VMY	1.9	2.4	NA	0.0038	NA
166	sp2	VMA	1.4	1.5	NA	0.0033	NA
166	sp3	VMY	2.4	3	NA	0.0046	NA
166	sp4	VMA	0.7	1.5	NA	0.0023	NA
166	sp5	VMY	3	3.7	NA	0.0068	NA
166	sp6	VMA	2.1	2.3	NA	0.0042	NA
166	sp7	VMY	3.2	4.2	NA	0.0067	NA
166	sp8	VMA	1.6	2.2	NA	0.0037	NA
167	sp1	VMY	0.9	1	NA	0.0005	0.107
167	sp2	KLA	4	4	NA	0.036	NA
167	sp3	VMY	1.1	1.2	NA	0.0016	NA
167	sp4	KLA	2.4	2.2	sick	0.0099	NA
167	sp5	VMY	3.6	3.6	NA	0.0069	NA
167	sp6	KLA	3	3.3	NA	0.0233	NA
167	sp7	VMY	1.9	1.5	NA	0.0015	NA
167	sp8	KLA	4	4	NA	0.0223	NA
168	sp1	CVU	0.6	1.2	NA	0.0006	NA
168	sp2	GMI	0.5	0.8	NA	not_detected	NA
168	sp3	CVU	0.9	1.1	NA	0.0008	NA
168	sp4	GMI	0.2	0.4	NA	not_detected	NA
168	sp5	CVU	1.5	1.2	NA	0.0006	NA
168	sp6	GMI	0.2	NA	no_plant	NA	NA
168	sp7	CVU	0.9	1.5	NA	0.0006	NA
168	sp8	GMI	0.4	0.4	NA	not_detected	NA
169	sp1	CVU	1	1.2	NA	0.0008	NA
169	sp2	GSH	0.5	1.5	NA	0.0017	NA
169	sp3	CVU	0.5	0.7	NA	not_detected	NA
169	sp4	GSH	1.8	2.1	NA	0.0017	NA
169	sp5	CVU	0.6	0.7	NA	not_detected	NA
169	sp6	GSH	0.7	1.5	NA	0.0018	NA
169	sp7	CVU	1.1	2.2	NA	0.0023	NA
169	sp8	GSH	0.7	1.2	NA	0.0016	NA
170	sp1	VCO	2.1	2.1	NA	0.002	NA
170	sp2	VVI	1	1.1	NA	0.0008	NA
170	sp3	VCO	1.4	1.8	NA	0.0026	NA
170	sp4	VVI	0.8	1	NA	0.0013	NA
170	sp5	VCO	1.5	1.3	NA	0.0051	NA
170	sp6	VVI	0.7	1.3	NA	0.0015	NA
170	sp7	VCO	2.2	2.6	NA	0.0069	NA
170	sp8	VVI	1.2	1.6	NA	0.0031	NA
171	sp1	VCO	2.2	2.9	NA	0.0073	0.0501
171	sp2	VMA	2.8	3.4	NA	0.0079	NA
171	sp3	VCO	1.5	1.5	sick	0.0007	NA
171	sp4	VMA	4.1	4.8	NA	0.0107	NA
171	sp5	VCO	1.6	1.7	NA	0.0008	NA
171	sp6	VMA	2.7	4	NA	0.0053	NA
171	sp7	VCO	2.3	2.4	dead	0.0012	NA
171	sp8	VMA	3.1	4.4	NA	0.0138	NA
172	sp1	VCO	2.5	2.2	no_leaves	0.0025	0.0148
172	sp2	KLA	0.9	1.4	NA	0.0026	NA
172	sp3	VCO	2.1	2.1	dead	0.0037	NA
172	sp4	KLA	0.8	1	NA	0.0019	NA
172	sp5	VCO	2.2	2.5	NA	0.005	NA
172	sp6	KLA	1.2	1.4	sick	0.0037	NA
172	sp7	VCO	3.1	3.1	NA	0.0035	NA
172	sp8	KLA	0.4	0.9	NA	0.0007	NA
173	sp1	VCO	2.5	2.3	sick	0.004	NA
173	sp2	GMI	0.6	0.6	NA	not_detected	NA
173	sp3	VCO	2.3	2.3	NA	0.0024	NA
173	sp4	GMI	0.4	0.7	NA	0.0005	NA
173	sp5	VCO	1.6	1.9	NA	0.0024	NA
173	sp6	GMI	0.4	0.8	NA	not_detected	NA
173	sp7	VCO	1.6	2.8	NA	0.0036	NA
173	sp8	GMI	0.5	0.7	NA	not_detected	NA
174	sp1	VCO	2.1	2.1	NA	0.003	NA
174	sp2	GSH	5.1	5.5	NA	0.0385	NA
174	sp3	VCO	1.6	1.8	no_leaves	0.0033	NA
174	sp4	GSH	5.4	6.1	NA	0.0405	NA
174	sp5	VCO	2	2.4	NA	0.0029	NA
174	sp6	GSH	3.9	4.3	NA	0.024	NA
174	sp7	VCO	2.8	3.2	NA	0.0053	NA
174	sp8	GSH	2	3	NA	0.0101	NA
175	sp1	VVI	0.8	1.1	NA	0.0006	NA
175	sp2	VMA	2.4	2.8	NA	0.0045	NA
175	sp3	VVI	1.5	2.2	NA	0.0025	NA
175	sp4	VMA	1.4	2	NA	0.0021	NA
175	sp5	VVI	1.5	1.7	NA	0.0016	NA
175	sp6	VMA	1	2	NA	0.0019	NA
175	sp7	VVI	1.1	1.5	NA	0.0021	NA
175	sp8	VMA	3	4	NA	0.0067	NA
176	sp1	VVI	1	1.3	NA	0.0015	0.1209
176	sp2	PJA	1.1	1	NA	0.0024	NA
176	sp3	VVI	0.8	0.8	NA	0.0011	NA
176	sp4	PJA	4.7	5.4	NA	0.1088	NA
176	sp5	VVI	0.9	0.9	NA	0.0011	NA
176	sp6	PJA	0.7	1.8	NA	0.003	NA
176	sp7	VVI	1.2	1.1	NA	0.0016	NA
176	sp8	PJA	1.3	1.4	NA	0.0042	NA
177	sp1	VVI	1.5	1.9	NA	0.0011	NA
177	sp2	GMI	0.7	0.8	NA	not_detected	NA
177	sp3	VVI	0.5	0.7	NA	0.0005	NA
177	sp4	GMI	0.1	0.3	sick	not_detected	NA
177	sp5	VVI	1	1.1	sick	not_detected	NA
177	sp6	GMI	0.3	0.5	NA	not_detected	NA
177	sp7	VVI	1.5	2	NA	0.0014	NA
177	sp8	GMI	0.4	0.5	NA	not_detected	NA
178	sp1	VVI	1.4	1.5	NA	0.0008	NA
178	sp2	GSH	6.5	6.6	NA	0.0906	NA
178	sp3	VVI	1.3	1.7	NA	0.0006	NA
178	sp4	GSH	5.5	6.6	NA	0.0652	NA
178	sp5	VVI	1.5	1.5	NA	0.0019	NA
178	sp6	GSH	9.2	9.6	NA	0.1938	NA
178	sp7	VVI	2.6	2.3	NA	0.0031	NA
178	sp8	GSH	6.5	6.9	NA	0.0863	NA
179	sp1	VMA	3.1	3.3	NA	0.0076	NA
179	sp2	PJA	2.2	2.2	NA	0.0049	NA
179	sp3	VMA	3.3	3.6	NA	0.0058	NA
179	sp4	PJA	5.8	5.8	NA	0.1364	NA
179	sp5	VMA	4.8	4.8	NA	0.0068	NA
179	sp6	PJA	1	1.1	NA	0.0022	NA
179	sp7	VMA	3	3.1	NA	0.0046	NA
179	sp8	PJA	1.7	1.8	NA	0.0067	NA
180	sp1	VMA	3.5	4.5	NA	0.0072	NA
180	sp2	GMI	0.4	0.4	NA	0.0005	NA
180	sp3	VMA	3.4	3.9	NA	0.0056	NA
180	sp4	GMI	0.3	0.4	NA	not_detected	NA
180	sp5	VMA	1.6	1.9	NA	0.0024	NA
180	sp6	GMI	0.3	0.8	NA	0.0007	NA
180	sp7	VMA	2.1	2.9	NA	0.0074	NA
180	sp8	GMI	0.6	1	NA	not_detected	NA
181	sp1	VMA	3.4	3.5	NA	0.0068	NA
181	sp2	GSH	5.4	5.6	NA	0.0432	NA
181	sp3	VMA	2.9	3.4	NA	0.0039	NA
181	sp4	GSH	5.9	6.1	NA	0.0637	NA
181	sp5	VMA	3.2	3.3	NA	0.0054	NA
181	sp6	GSH	4.5	4.6	NA	0.0291	NA
181	sp7	VMA	3.1	3.5	NA	0.0059	NA
181	sp8	GSH	5	5.6	NA	0.0361	NA
182	sp1	KLA	2	2	sick	0.0192	0.0212
182	sp2	GMI	0.3	0.7	NA	0.0005	NA
182	sp3	KLA	0.8	1.6	NA	0.0044	NA
182	sp4	GMI	0.2	0.5	NA	not_detected	NA
182	sp5	KLA	0.9	1.6	NA	0.0049	NA
182	sp6	GMI	0.4	0.7	NA	not_detected	NA
182	sp7	KLA	1.1	1.7	NA	0.0137	NA
182	sp8	GMI	0.3	0.7	NA	not_detected	NA
183	sp1	PJA	5.7	6.2	NA	0.1694	NA
183	sp2	GSH	4.6	5.3	NA	0.0201	NA
183	sp3	PJA	5.9	6.1	NA	0.1004	NA
183	sp4	GSH	8.5	8.5	NA	0.0899	NA
183	sp5	PJA	4.2	3.9	NA	0.0561	NA
183	sp6	GSH	4.5	5.2	NA	0.0262	NA
183	sp7	PJA	5.9	5.8	NA	0.0817	NA
